# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
41.142,9251.6,-4.654,-8.0098,54.949,22.952,3122.6,4.562,3122.6,0.083707,49.416,21.508,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.18374,5287311,0,518.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072968,NaN,NaN,NaN,NaN,4.8824,-53.189,255.82,299.07,0.021785,0.7651
41.165,9251.5,-4.83,-7.9561,54.501,22.599,3123.7,4.5656,3123.7,0.083744,48.948,21.152,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.18224,5244241,0,510.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0072303,NaN,NaN,NaN,NaN,4.8868,-53.188,255.83,299.07,0.022125,0.76514
41.187,9251.4,-5.0078,-7.9041,54.019,22.226,3124.8,4.5692,3124.8,0.083781,48.48,20.773,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.18063,5197885,0,501.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0071641,NaN,NaN,NaN,NaN,4.8552,-53.187,255.83,299.07,0.022497,0.76518
41.21,9251.2,-5.1876,-7.8533,53.519,21.843,3125.9,4.5729,3125.9,0.083819,48.014,20.382,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17895,5149838,0,492.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007098,NaN,NaN,NaN,NaN,4.8043,-53.186,255.84,299.07,0.022891,0.76522
41.233,9251.1,-5.3697,-7.8048,52.968,21.429,3127,4.5766,3127,0.083856,47.548,19.957,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17711,5096870,0,482.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070322,NaN,NaN,NaN,NaN,4.7001,-53.185,255.84,299.07,0.023333,0.76525
41.257,9251,-5.5547,-7.7596,52.349,20.972,3128.1,4.5803,3128.1,0.083895,47.083,19.484,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17504,5037301,0,470.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0069667,NaN,NaN,NaN,NaN,4.5247,-53.184,255.84,299.07,0.023841,0.7653
41.281,9250.9,-5.7421,-7.7121,51.801,20.569,3129.2,4.5841,3129.2,0.083934,46.62,19.069,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17321,4984606,0,461.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0069015,NaN,NaN,NaN,NaN,4.4185,-53.183,255.85,299.07,0.024308,0.76536
41.306,9250.7,-5.9309,-7.6579,51.426,20.285,3130.4,4.5879,3130.4,0.083973,46.157,18.784,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17195,4948558,0,454.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068366,NaN,NaN,NaN,NaN,4.484,-53.181,255.86,299.07,0.024648,0.76543
41.331,9250.6,-6.1209,-7.6041,51.057,20.008,3131.5,4.5917,3131.5,0.084012,45.694,18.507,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.17072,4913165,0,448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067719,NaN,NaN,NaN,NaN,4.5546,-53.18,255.86,299.07,0.02499,0.76549
41.356,9250.4,-6.3121,-7.5501,50.704,19.743,3132.7,4.5956,3132.7,0.084051,45.232,18.242,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16954,4879269,0,441.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067074,NaN,NaN,NaN,NaN,4.6391,-53.179,255.87,299.07,0.025325,0.76556
41.382,9250.2,-6.5049,-7.4989,50.3,19.446,3133.8,4.5994,3133.8,0.084091,44.771,17.942,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16818,4840380,0,434.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0066432,NaN,NaN,NaN,NaN,4.6695,-53.177,255.87,299.07,0.025712,0.7656
41.408,9250.1,-6.7006,-7.4558,49.734,19.049,3135,4.6034,3135,0.084131,44.311,17.529,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16629,4786009,0,425.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065792,NaN,NaN,NaN,NaN,4.5356,-53.176,255.88,299.07,0.026249,0.76564
41.435,9249.9,-6.8991,-7.412,49.195,18.673,3136.2,4.6073,3136.2,0.084172,43.852,17.138,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16449,4734186,0,415.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065156,NaN,NaN,NaN,NaN,4.4253,-53.174,255.89,299.08,0.026777,0.76568
41.462,9249.7,-7.1,-7.3658,48.713,18.336,3137.4,4.6113,3137.4,0.084213,43.394,16.792,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16288,4687916,0,407.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064524,NaN,NaN,NaN,NaN,4.3701,-53.172,255.89,299.08,0.027268,0.76572
41.49,9249.5,-7.3024,-7.315,48.334,18.066,3138.6,4.6153,3138.6,0.084254,42.937,16.519,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16161,4651530,0,401.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0063896,NaN,NaN,NaN,NaN,4.4159,-53.17,255.9,299.08,0.027676,0.76579
41.518,9249.3,-7.5054,-7.2582,48.081,17.874,3139.8,4.6194,3139.8,0.084296,42.48,16.334,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.16076,4627179,0,397.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006327,NaN,NaN,NaN,NaN,4.5859,-53.168,255.91,299.08,0.027973,0.76587
41.546,9249.1,-7.7098,-7.2065,47.74,17.631,3141,4.6234,3141,0.084338,42.024,16.091,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15962,4594510,0,391.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062647,NaN,NaN,NaN,NaN,4.6667,-53.166,255.92,299.08,0.02836,0.76593
41.575,9248.8,-7.916,-7.158,47.354,17.361,3142.2,4.6275,3142.2,0.08438,41.568,15.817,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15833,4557370,0,385.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062027,NaN,NaN,NaN,NaN,4.6981,-53.164,255.93,299.08,0.0288,0.76597
41.605,9248.6,-8.1243,-7.1122,46.927,17.07,3143.4,4.6316,3143.4,0.084422,41.114,15.517,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.1569,4516336,0,378.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006141,NaN,NaN,NaN,NaN,4.6858,-53.162,255.93,299.08,0.029292,0.76601
41.634,9248.4,-8.3351,-7.0683,46.478,16.769,3144.6,4.6357,3144.6,0.084465,40.66,15.206,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.1554,4473272,0,371.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060797,NaN,NaN,NaN,NaN,4.649,-53.16,255.94,299.08,0.029817,0.76605
41.665,9248.1,-8.5492,-7.0305,45.934,16.416,3145.8,4.6399,3145.8,0.084508,40.209,14.835,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15358,4421005,0,362.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0060188,NaN,NaN,NaN,NaN,4.5114,-53.158,255.95,299.09,0.030458,0.76613
41.696,9247.8,-8.765,-6.9815,45.583,16.176,3147.1,4.6441,3147.1,0.084551,39.757,14.592,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15241,4387265,0,357.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059585,NaN,NaN,NaN,NaN,4.5655,-53.155,255.96,299.09,0.03091,0.76619
41.727,9247.6,-8.9805,-6.92,45.44,16.054,3148.3,4.6483,3148.3,0.084595,39.306,14.485,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15193,4373585,0,354.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058985,NaN,NaN,NaN,NaN,4.8289,-53.153,255.97,299.09,0.031146,0.76624
41.759,9247.3,-9.1985,-6.8771,45.015,15.775,3149.5,4.6526,3149.5,0.084639,38.856,14.197,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.15051,4332781,0,348.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058388,NaN,NaN,NaN,NaN,4.8037,-53.15,255.98,299.09,0.031696,0.76627
41.791,9247,-9.4182,-6.8294,44.672,15.544,3150.8,4.6568,3150.8,0.084683,38.407,13.963,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14936,4299880,0,343.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057795,NaN,NaN,NaN,NaN,4.8584,-53.147,256,299.09,0.032167,0.76631
41.823,9246.7,-9.6362,-6.7588,44.676,15.502,3152,4.6611,3152,0.084727,37.957,13.951,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14937,4300327,0,343.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057207,NaN,NaN,NaN,NaN,5.2645,-53.144,256.01,299.09,0.032254,0.76635
41.856,9246.4,-9.8541,-6.7002,44.513,15.37,3153.2,4.6653,3153.2,0.08477,37.507,13.832,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14883,4284773,0,340.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005662,NaN,NaN,NaN,NaN,5.5003,-53.142,256.02,299.1,0.032532,0.76639
41.888,9246,-10.073,-6.6501,44.237,15.177,3154.5,4.6695,3154.5,0.084814,37.058,13.642,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.1479,4258297,0,336.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056035,NaN,NaN,NaN,NaN,5.6182,-53.138,256.03,299.1,0.032946,0.76642
41.922,9245.7,-10.296,-6.6177,43.722,14.858,3155.7,4.6738,3155.7,0.084859,36.61,13.302,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14618,4208860,0,328.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055455,NaN,NaN,NaN,NaN,5.4882,-53.135,256.04,299.1,0.033653,0.76646
41.956,9245.3,-10.522,-6.5817,43.263,14.572,3157,4.6782,3157,0.084904,36.164,13.001,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14464,4164799,0,321.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054881,NaN,NaN,NaN,NaN,5.4103,-53.132,256.06,299.1,0.034313,0.7665
41.991,9245,-10.751,-6.5454,42.814,14.294,3158.2,4.6825,3158.2,0.08495,35.72,12.707,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14314,4121690,0,315.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0054313,NaN,NaN,NaN,NaN,5.3373,-53.129,256.07,299.1,0.03498,0.76654
42.027,9244.6,-10.984,-6.5168,42.272,13.973,3159.5,4.687,3159.5,0.084996,35.277,12.36,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14133,4069625,0,307.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053752,NaN,NaN,NaN,NaN,5.1629,-53.125,256.09,299.11,0.035784,0.76658
42.064,9244.2,-11.22,-6.4755,41.898,13.738,3160.8,4.6914,3160.8,0.085042,34.836,12.116,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.14008,4033709,0,301.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053199,NaN,NaN,NaN,NaN,5.1553,-53.121,256.1,299.11,0.036396,0.76661
42.101,9243.7,-11.458,-6.4341,41.532,13.509,3162,4.6959,3162,0.085089,34.397,11.878,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13885,3998586,0,296.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052652,NaN,NaN,NaN,NaN,5.1514,-53.118,256.12,299.11,0.037012,0.76665
42.138,9243.3,-11.699,-6.3995,41.088,13.245,3163.3,4.7004,3163.3,0.085136,33.959,11.596,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13737,3955984,0,290.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052111,NaN,NaN,NaN,NaN,5.0615,-53.114,256.13,299.11,0.03775,0.76669
42.177,9242.9,-11.943,-6.3564,40.752,13.034,3164.6,4.705,3164.6,0.085184,33.522,11.379,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13624,3923719,0,285.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051578,NaN,NaN,NaN,NaN,5.0772,-53.109,256.15,299.11,0.038362,0.76675
42.216,9242.4,-12.19,-6.3151,40.401,12.818,3165.9,4.7096,3165.9,0.085232,33.087,11.154,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13507,3890083,0,280.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0051052,NaN,NaN,NaN,NaN,5.0728,-53.105,256.17,299.12,0.039009,0.76686
42.255,9241.9,-12.438,-6.271,40.087,12.62,3167.2,4.7142,3167.2,0.08528,32.653,10.951,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13402,3.86e6,0,276.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050533,NaN,NaN,NaN,NaN,5.1018,-53.101,256.19,299.12,0.03962,0.76693
42.296,9241.4,-12.688,-6.2228,39.825,12.446,3168.5,4.7188,3168.5,0.085329,32.22,10.779,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13314,3834977,0,272.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0050021,NaN,NaN,NaN,NaN,5.1801,-53.096,256.21,299.12,0.040172,0.76699
42.336,9240.9,-12.941,-6.1831,39.476,12.235,3169.8,4.7235,3169.8,0.085378,31.789,10.557,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13197,3801443,0,268.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049516,NaN,NaN,NaN,NaN,5.1608,-53.091,256.23,299.13,0.040868,0.76703
42.378,9240.3,-13.195,-6.1368,39.201,12.057,3171.2,4.7281,3171.2,0.085427,31.358,10.378,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13105,3775145,0,264.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049018,NaN,NaN,NaN,NaN,5.2147,-53.086,256.25,299.13,0.041469,0.76707
42.42,9239.8,-13.452,-6.0934,38.903,11.87,3172.5,4.7328,3172.5,0.085476,30.929,10.187,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.13005,3746556,0,260.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048528,NaN,NaN,NaN,NaN,5.2379,-53.081,256.27,299.13,0.042123,0.76711
42.463,9239.2,-13.712,-6.0623,38.48,11.632,3173.8,4.7376,3173.8,0.085526,30.503,9.9268,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12864,3706043,0,254.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048045,NaN,NaN,NaN,NaN,5.123,-53.076,256.29,299.14,0.042986,0.76715
42.507,9238.6,-13.978,-6.041,37.963,11.357,3175.1,4.7424,3175.1,0.085577,30.079,9.6169,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12691,3656428,0,247.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047573,NaN,NaN,NaN,NaN,4.8977,-53.07,256.31,299.14,0.044026,0.76719
42.552,9237.9,-14.249,-6.014,37.507,11.111,3176.5,4.7472,3176.5,0.085628,29.659,9.3422,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12538,3612680,0,242.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0047113,NaN,NaN,NaN,NaN,4.726,-53.064,256.34,299.14,0.045002,0.76722
42.598,9237.3,-14.525,-5.9881,37.046,10.865,3177.8,4.7521,3177.8,0.08568,29.242,9.0662,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12384,3568399,0,236.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046666,NaN,NaN,NaN,NaN,4.537,-53.058,256.36,299.15,0.046018,0.76726
42.645,9236.6,-14.805,-5.9609,36.602,10.63,3179.2,4.7571,3179.2,0.085733,28.828,8.8013,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12235,3525835,0,230.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046231,NaN,NaN,NaN,NaN,4.3552,-53.052,256.39,299.15,0.047037,0.7673
42.693,9235.9,-15.089,-5.9247,36.247,10.43,3180.6,4.7621,3180.6,0.085786,28.416,8.584,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12117,3491842,0,226.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004581,NaN,NaN,NaN,NaN,4.2582,-53.045,256.42,299.15,0.047938,0.76734
42.742,9235.1,-15.375,-5.8768,36.005,10.272,3181.9,4.7671,3181.9,0.085839,28.006,8.4252,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12035,3468666,0,223.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00454,NaN,NaN,NaN,NaN,4.2742,-53.038,256.44,299.16,0.048674,0.76737
42.79,9234.4,-15.657,-5.7829,36.184,10.268,3183.3,4.7721,3183.3,0.085892,27.593,8.4846,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.12095,3486153,0,225.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045,NaN,NaN,NaN,NaN,4.7491,-53.031,256.47,299.16,0.048695,0.76741
42.84,9233.6,-15.944,-5.7632,35.706,10.025,3184.6,4.7771,3184.7,0.085945,27.184,8.2034,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11935,3440327,0,219.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044601,NaN,NaN,NaN,NaN,4.4978,-53.024,256.5,299.17,0.049873,0.76745
42.891,9232.8,-16.234,-5.7162,35.471,9.8704,3186,4.7821,3186,0.085999,26.776,8.0468,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11856,3417812,0,216.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044217,NaN,NaN,NaN,NaN,4.5013,-53.017,256.53,299.17,0.050656,0.76748
42.943,9231.9,-16.527,-5.6816,35.132,9.6803,3187.4,4.7872,3187.4,0.086053,26.371,7.8376,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11743,3385396,0,212.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043844,NaN,NaN,NaN,NaN,4.3802,-53.009,256.56,299.18,0.051651,0.76752
42.995,9231,-16.821,-5.6209,35.017,9.5668,3188.8,4.7923,3188.8,0.086108,25.967,7.7414,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11704,3374581,0,211.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043485,NaN,NaN,NaN,NaN,4.5005,-53.001,256.6,299.18,0.052264,0.76756
43.048,9230.1,-17.117,-5.5718,34.81,9.4215,3190.1,4.7974,3190.1,0.086162,25.564,7.5974,33,-106.97,9.763,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11635,3354794,0,208.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0043135,NaN,NaN,NaN,NaN,4.5091,-52.993,256.63,299.19,0.05307,0.76759
43.102,9229.2,-17.416,-5.5321,34.528,9.2519,3191.5,4.8025,3191.5,0.086217,25.163,7.4157,33,-106.97,9.7631,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11541,3327900,0,205.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042795,NaN,NaN,NaN,NaN,4.4235,-52.984,256.67,299.19,0.054043,0.76763
43.157,9228.2,-17.721,-5.5163,34.058,9.0229,3192.9,4.8077,3192.9,0.086273,24.767,7.1402,33,-106.97,9.7631,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11383,3282835,0,199.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004247,NaN,NaN,NaN,NaN,4.106,-52.975,256.7,299.2,0.055415,0.76767
43.213,9227.2,-18.025,-5.4412,34.059,8.9421,3194.2,4.8128,3194.3,0.086329,24.37,7.0962,33,-106.97,9.7631,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11383,3283109,0,199.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042163,NaN,NaN,NaN,NaN,4.318,-52.966,256.74,299.2,0.055915,0.76771
43.27,9226.2,-18.333,-5.3999,33.799,8.7799,3195.6,4.818,3195.6,0.086385,23.976,6.923,33,-106.97,9.7631,NaN,NaN,NaN,NaN,24042,0,NaN,NaN,NaN,NaN,NaN,0.11296,3258306,0,196.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041863,NaN,NaN,NaN,NaN,4.2204,-52.956,256.78,299.21,0.056948,0.76774
